sale_id,store_id,customer_id,product_id,sale_date,sale_amount
SALE2493,47,2841,PROD036,2025-10-28,910
SALE2494,2,1438,PROD033,2025-10-29,928
SALE2495,42,1812,PROD035,2025-10-30,625
SALE2496,37,1651,PROD031,2025-10-31,715
SALE2497,17,1294,PROD008,2025-11-01,1457
SALE2498,27,1592,PROD025,2025-11-02,811
SALE2499,55,2169,PROD012,2025-11-03,1159
SALE2500,24,2102,PROD040,2025-11-04,1368
SALE2501,45,2205,PROD034,2025-11-05,832
SALE2502,6,2948,PROD026,2025-11-06,756
SALE2503,14,1163,PROD025,2025-11-07,729
SALE2504,19,1803,PROD036,2025-11-08,563
SALE2505,10,2422,PROD034,2025-11-09,874
SALE2506,42,2350,PROD040,2025-11-10,545
SALE2507,31,2639,PROD001,2025-11-11,845
SALE2508,45,2707,PROD039,2025-11-12,932
SALE2509,7,1521,PROD009,2025-11-13,896
SALE2510,5,2240,PROD028,2025-11-14,466
SALE2511,55,2366,PROD022,2025-11-15,555
SALE2512,35,1136,PROD024,2025-11-16,122
SALE2513,37,2135,PROD020,2025-11-17,1197
SALE2514,4,2791,PROD025,2025-11-18,613
SALE2515,28,2060,PROD009,2025-11-19,816
SALE2516,48,2757,PROD007,2025-11-20,399
SALE2517,31,1413,PROD030,2025-11-21,1367
SALE2518,41,1298,PROD014,2025-11-22,686
SALE2519,29,2534,PROD017,2025-11-23,21
SALE2520,36,1273,PROD028,2025-11-24,1014
SALE2521,2,2884,PROD018,2025-11-25,979
SALE2522,19,1550,PROD025,2025-11-26,667
SALE2523,3,1003,PROD006,2025-11-27,115
SALE2524,4,1781,PROD030,2025-11-28,955
SALE2525,38,1362,PROD034,2025-11-29,284
SALE2526,56,1670,PROD010,2025-11-30,1237
SALE2527,29,1636,PROD009,2025-12-01,1139
SALE2528,32,2765,PROD008,2025-12-02,672
SALE2529,27,2547,PROD013,2025-12-03,600
SALE2530,31,2937,PROD034,2025-12-04,1463
SALE2531,49,1047,PROD036,2025-12-05,1227
SALE2532,15,1292,PROD009,2025-12-06,1383
SALE2533,45,1522,PROD040,2025-12-07,1189
SALE2534,25,1923,PROD021,2025-12-08,367
SALE2535,1,2507,PROD005,2025-12-09,697
SALE2536,40,1031,PROD010,2025-12-10,499
SALE2537,42,2612,PROD011,2025-12-11,950
SALE2538,26,1169,PROD006,2025-12-12,551
SALE2539,49,1254,PROD033,2025-12-13,490
SALE2540,34,2263,PROD020,2025-12-14,1303
SALE2541,39,1311,PROD032,2025-12-15,1447
SALE2542,7,1686,PROD016,2025-12-16,869
SALE2543,5,2449,PROD032,2025-12-17,1424
SALE2544,29,1102,PROD019,2025-12-18,1210
SALE2545,53,1851,PROD027,2025-12-19,1395
SALE2546,11,2477,PROD034,2025-12-20,68
SALE2547,21,2619,PROD007,2025-12-21,469
SALE2548,15,1666,PROD016,2025-12-22,424
SALE2549,9,2543,PROD004,2025-12-23,707
SALE2550,15,1127,PROD028,2025-12-24,1361
SALE2551,31,2480,PROD034,2025-12-25,213
SALE2552,51,1643,PROD022,2025-12-26,299
SALE2553,26,2992,PROD017,2025-12-27,1499
SALE2554,2,1291,PROD024,2025-12-28,681
SALE2555,32,2168,PROD040,2025-12-29,471
SALE2556,10,2031,PROD032,2025-12-30,377
SALE2557,9,2131,PROD040,2025-12-31,295
SALE2558,25,2160,PROD029,2026-01-01,864
SALE2559,43,1523,PROD035,2026-01-02,1099
SALE2560,13,2779,PROD010,2026-01-03,1409
SALE2561,43,1697,PROD019,2026-01-04,1397
SALE2562,57,1730,PROD024,2026-01-05,578
SALE2563,48,2173,PROD009,2026-01-06,1367
SALE2564,8,1777,PROD001,2026-01-07,825
SALE2565,11,1136,PROD011,2026-01-08,1356
SALE2566,27,2694,PROD021,2026-01-09,253
SALE2567,8,1984,PROD019,2026-01-10,98
SALE2568,50,2553,PROD010,2026-01-11,712
SALE2569,57,1049,PROD037,2026-01-12,244
SALE2570,2,1359,PROD009,2026-01-13,375
SALE2571,45,1713,PROD002,2026-01-14,464
SALE2572,44,1615,PROD008,2026-01-15,338
SALE2573,13,2933,PROD016,2026-01-16,1378
SALE2574,3,2392,PROD032,2026-01-17,739
SALE2575,3,1584,PROD038,2026-01-18,585
SALE2576,16,1082,PROD021,2026-01-19,622
SALE2577,57,1320,PROD039,2026-01-20,963
SALE2578,33,2290,PROD006,2026-01-21,1107
SALE2579,37,2875,PROD011,2026-01-22,181
SALE2580,24,2503,PROD030,2026-01-23,731
SALE2581,17,2394,PROD005,2026-01-24,1020
SALE2582,29,2945,PROD030,2026-01-25,415
SALE2583,6,1464,PROD017,2026-01-26,378
SALE2584,26,1758,PROD001,2026-01-27,487
SALE2585,44,2123,PROD022,2026-01-28,1094
SALE2586,16,1935,PROD017,2026-01-29,982
SALE2587,25,1776,PROD018,2026-01-30,576
SALE2588,14,1732,PROD002,2026-01-31,1225
SALE2589,36,2486,PROD034,2026-02-01,1131
SALE2590,31,1935,PROD011,2026-02-02,444
SALE2591,40,1448,PROD030,2026-02-03,105
SALE2592,14,2095,PROD033,2026-02-04,1375
SALE2593,16,1819,PROD010,2026-02-05,497
SALE2594,48,1093,PROD016,2026-02-06,549
SALE2595,24,2684,PROD007,2026-02-07,312
SALE2596,21,1577,PROD006,2026-02-08,1410
SALE2597,8,1814,PROD024,2026-02-09,1499
SALE2598,36,1433,PROD014,2026-02-10,662
SALE2599,43,2496,PROD022,2026-02-11,557
SALE2600,21,2823,PROD003,2026-02-12,1227
SALE2601,33,2991,PROD020,2026-02-13,128
SALE2602,22,2613,PROD034,2026-02-14,453
SALE2603,33,1256,PROD026,2026-02-15,435
SALE2604,10,1391,PROD005,2026-02-16,1458
SALE2605,2,2500,PROD026,2026-02-17,488
SALE2606,33,2529,PROD006,2026-02-18,789
SALE2607,39,2421,PROD033,2026-02-19,1295
SALE2608,29,2756,PROD015,2026-02-20,1337
SALE2609,48,2036,PROD022,2026-02-21,282
SALE2610,11,2875,PROD020,2026-02-22,902
SALE2611,8,2595,PROD007,2026-02-23,1051
SALE2612,26,1986,PROD011,2026-02-24,1269
SALE2613,50,2232,PROD003,2026-02-25,208
SALE2614,3,2592,PROD014,2026-02-26,616
SALE2615,2,2368,PROD019,2026-02-27,1347
SALE2616,27,1920,PROD012,2026-02-28,490
SALE2617,7,2738,PROD011,2026-03-01,172
SALE2618,35,2889,PROD008,2026-03-02,810
SALE2619,48,2227,PROD001,2026-03-03,1060
SALE2620,6,2496,PROD035,2026-03-04,1269
SALE2621,10,1355,PROD020,2026-03-05,529
SALE2622,47,2933,PROD028,2026-03-06,538
SALE2623,26,1409,PROD026,2026-03-07,262
SALE2624,47,1280,PROD019,2026-03-08,828
SALE2625,22,2361,PROD034,2026-03-09,136
SALE2626,9,1060,PROD022,2026-03-10,433
SALE2627,50,1737,PROD024,2026-03-11,975
SALE2628,33,1276,PROD030,2026-03-12,666
SALE2629,10,1342,PROD012,2026-03-13,1350
SALE2630,40,1365,PROD028,2026-03-14,708
SALE2631,52,2807,PROD031,2026-03-15,427
SALE2632,39,2825,PROD018,2026-03-16,1175
SALE2633,11,2776,PROD020,2026-03-17,1366
SALE2634,19,2865,PROD013,2026-03-18,57
SALE2635,27,2866,PROD004,2026-03-19,449
SALE2636,24,2862,PROD004,2026-03-20,68
SALE2637,29,2203,PROD019,2026-03-21,1160
SALE2638,19,1081,PROD016,2026-03-22,782
SALE2639,25,1138,PROD030,2026-03-23,1220
SALE2640,22,1025,PROD017,2026-03-24,236
SALE2641,17,2002,PROD009,2026-03-25,824
SALE2642,21,2057,PROD008,2026-03-26,1048
SALE2643,5,2505,PROD034,2026-03-27,815
SALE2644,25,1158,PROD005,2026-03-28,1425
SALE2645,1,2522,PROD035,2026-03-29,1011
SALE2646,11,2840,PROD027,2026-03-30,736
SALE2647,5,1734,PROD006,2026-03-31,433
SALE2648,16,1613,PROD027,2026-04-01,92
SALE2649,14,2249,PROD033,2026-04-02,1232
SALE2650,27,2295,PROD022,2026-04-03,40
SALE2651,22,2959,PROD001,2026-04-04,415
SALE2652,43,1490,PROD012,2026-04-05,1312
SALE2653,58,1152,PROD021,2026-04-06,1477
SALE2654,43,2787,PROD037,2026-04-07,1295
SALE2655,33,2362,PROD010,2026-04-08,533
SALE2656,37,1845,PROD010,2026-04-09,1046
SALE2657,18,1910,PROD028,2026-04-10,117
SALE2658,5,1592,PROD025,2026-04-11,386
SALE2659,54,1657,PROD027,2026-04-12,913
SALE2660,24,1754,PROD037,2026-04-13,1459
SALE2661,47,1216,PROD040,2026-04-14,483
SALE2662,9,1611,PROD013,2026-04-15,1372
SALE2663,37,2354,PROD008,2026-04-16,1258
SALE2664,54,2311,PROD027,2026-04-17,585
SALE2665,32,2622,PROD011,2026-04-18,366
SALE2666,51,2725,PROD009,2026-04-19,969
SALE2667,47,2803,PROD037,2026-04-20,1434
SALE2668,33,2028,PROD022,2026-04-21,1127
SALE2669,10,2338,PROD037,2026-04-22,277
SALE2670,53,2106,PROD002,2026-04-23,1146
SALE2671,25,2497,PROD039,2026-04-24,1238
SALE2672,2,2857,PROD037,2026-04-25,304
SALE2673,53,2712,PROD010,2026-04-26,812
SALE2674,53,2475,PROD013,2026-04-27,68
SALE2675,36,1389,PROD025,2026-04-28,95
SALE2676,43,1206,PROD019,2026-04-29,138
SALE2677,53,2828,PROD025,2026-04-30,646
SALE2678,54,2848,PROD017,2026-05-01,531
SALE2679,50,1945,PROD035,2026-05-02,1417
SALE2680,10,1054,PROD020,2026-05-03,1472
SALE2681,6,1913,PROD001,2026-05-04,1326
SALE2682,17,2866,PROD013,2026-05-05,69
SALE2683,41,2305,PROD002,2026-05-06,32
SALE2684,21,2536,PROD010,2026-05-07,826
SALE2685,46,1153,PROD007,2026-05-08,869
SALE2686,6,2338,PROD018,2026-05-09,376
SALE2687,47,1496,PROD020,2026-05-10,937
SALE2688,1,1380,PROD033,2026-05-11,943
SALE2689,32,1133,PROD024,2026-05-12,810
SALE2690,50,1503,PROD011,2026-05-13,575
SALE2691,43,1767,PROD019,2026-05-14,631
SALE2692,45,2385,PROD018,2026-05-15,120
SALE2693,59,2070,PROD027,2026-05-16,1111
SALE2694,17,1103,PROD026,2026-05-17,529
SALE2695,23,2653,PROD021,2026-05-18,180
SALE2696,43,1547,PROD008,2026-05-19,794
SALE2697,30,2446,PROD011,2026-05-20,997
SALE2698,37,1279,PROD022,2026-05-21,1472
SALE2699,56,2381,PROD002,2026-05-22,1300
SALE2700,21,2234,PROD002,2026-05-23,1262
SALE2701,8,1496,PROD012,2026-05-24,777
SALE2702,45,1442,PROD025,2026-05-25,832
SALE2703,23,1565,PROD007,2026-05-26,535
SALE2704,13,1051,PROD030,2026-05-27,82
SALE2705,33,1511,PROD021,2026-05-28,1435
SALE2706,59,1583,PROD002,2026-05-29,862
SALE2707,23,2539,PROD040,2026-05-30,118
SALE2708,6,1663,PROD018,2026-05-31,817
SALE2709,23,1710,PROD014,2026-06-01,963
SALE2710,5,2539,PROD018,2026-06-02,1275
SALE2711,36,1596,PROD021,2026-06-03,696
SALE2712,3,1177,PROD004,2026-06-04,1306
SALE2713,36,2317,PROD032,2026-06-05,124
SALE2714,23,1663,PROD016,2026-06-06,984
SALE2715,31,2209,PROD038,2026-06-07,968
SALE2716,1,1755,PROD010,2026-06-08,139
SALE2717,56,1206,PROD038,2026-06-09,274
SALE2718,2,1215,PROD003,2026-06-10,1032
SALE2719,46,2247,PROD017,2026-06-11,1450
SALE2720,14,2978,PROD003,2026-06-12,237
SALE2721,32,2020,PROD033,2026-06-13,11
SALE2722,51,2914,PROD012,2026-06-14,40
SALE2723,9,1259,PROD037,2026-06-15,532
SALE2724,16,2119,PROD002,2026-06-16,632
SALE2725,55,1180,PROD024,2026-06-17,344
SALE2726,42,1568,PROD035,2026-06-18,419
SALE2727,47,2944,PROD023,2026-06-19,1177
SALE2728,50,2962,PROD027,2026-06-20,901
SALE2729,18,1931,PROD014,2026-06-21,1492
SALE2730,32,1622,PROD026,2026-06-22,836
SALE2731,53,2751,PROD005,2026-06-23,20
SALE2732,23,2514,PROD018,2026-06-24,982
SALE2733,31,1335,PROD034,2026-06-25,567
SALE2734,58,1168,PROD020,2026-06-26,508
SALE2735,49,1890,PROD028,2026-06-27,718
SALE2736,45,1593,PROD038,2026-06-28,1404
SALE2737,12,1503,PROD031,2026-06-29,639
SALE2738,12,1277,PROD026,2026-06-30,1355
SALE2739,57,1831,PROD004,2026-07-01,449
SALE2740,51,2926,PROD002,2026-07-02,365
SALE2741,22,2723,PROD006,2026-07-03,371
SALE2742,51,1258,PROD020,2026-07-04,277
SALE2743,30,1623,PROD035,2026-07-05,769
SALE2744,25,2609,PROD019,2026-07-06,957
SALE2745,39,2910,PROD033,2026-07-07,753
SALE2746,44,2980,PROD005,2026-07-08,806
SALE2747,15,2646,PROD018,2026-07-09,555
SALE2748,50,1268,PROD036,2026-07-10,704
SALE2749,2,2924,PROD027,2026-07-11,1413
SALE2750,16,2356,PROD011,2026-07-12,92
SALE2751,26,2374,PROD015,2026-07-13,1468
SALE2752,26,2166,PROD011,2026-07-14,90
SALE2753,55,1867,PROD040,2026-07-15,850
SALE2754,6,2879,PROD038,2026-07-16,448
SALE2755,25,2893,PROD010,2026-07-17,547
SALE2756,26,2355,PROD013,2026-07-18,1360
SALE2757,7,1496,PROD008,2026-07-19,584
SALE2758,14,1817,PROD038,2026-07-20,1098
SALE2759,40,1393,PROD033,2026-07-21,286
SALE2760,10,2170,PROD030,2026-07-22,49
SALE2761,59,2003,PROD038,2026-07-23,1168
SALE2762,21,2054,PROD026,2026-07-24,701
SALE2763,37,2396,PROD010,2026-07-25,634
SALE2764,21,2539,PROD034,2026-07-26,40
SALE2765,25,1580,PROD003,2026-07-27,587
SALE2766,53,1662,PROD037,2026-07-28,875
SALE2767,34,2441,PROD010,2026-07-29,972
SALE2768,31,2342,PROD020,2026-07-30,506
SALE2769,25,1505,PROD030,2026-07-31,228
SALE2770,20,1717,PROD039,2026-08-01,1058
SALE2771,55,1632,PROD035,2026-08-02,1182
SALE2772,41,1571,PROD027,2026-08-03,445
SALE2773,41,1504,PROD018,2026-08-04,799
SALE2774,8,2778,PROD033,2026-08-05,251
SALE2775,35,2078,PROD022,2026-08-06,1370
SALE2776,15,2575,PROD013,2026-08-07,863
SALE2777,33,1671,PROD022,2026-08-08,61
SALE2778,20,2007,PROD036,2026-08-09,1118
SALE2779,18,2759,PROD008,2026-08-10,1357
SALE2780,10,2640,PROD004,2026-08-11,860
SALE2781,55,2927,PROD006,2026-08-12,1193
SALE2782,15,2749,PROD002,2026-08-13,1474
SALE2783,23,2207,PROD004,2026-08-14,1145
SALE2784,37,2022,PROD030,2026-08-15,512
SALE2785,11,2937,PROD007,2026-08-16,1212
SALE2786,48,1907,PROD010,2026-08-17,1271
SALE2787,59,2595,PROD013,2026-08-18,700
SALE2788,17,1498,PROD029,2026-08-19,610
SALE2789,34,2716,PROD026,2026-08-20,1207
SALE2790,19,1199,PROD026,2026-08-21,74
SALE2791,44,1139,PROD040,2026-08-22,364
SALE2792,10,1558,PROD009,2026-08-23,1253
SALE2793,59,1652,PROD023,2026-08-24,220
SALE2794,23,2131,PROD026,2026-08-25,411
SALE2795,18,1383,PROD039,2026-08-26,341
SALE2796,38,1226,PROD024,2026-08-27,275
SALE2797,42,1304,PROD017,2026-08-28,983
SALE2798,37,2892,PROD009,2026-08-29,42
SALE2799,5,2679,PROD002,2026-08-30,500
SALE2800,45,2177,PROD027,2026-08-31,299
SALE2801,34,1775,PROD020,2026-09-01,854
SALE2802,20,2347,PROD012,2026-09-02,602
SALE2803,5,2615,PROD005,2026-09-03,814
SALE2804,34,1302,PROD029,2026-09-04,666
SALE2805,54,2765,PROD033,2026-09-05,802
SALE2806,38,1299,PROD040,2026-09-06,879
SALE2807,7,1777,PROD018,2026-09-07,541
SALE2808,2,2259,PROD021,2026-09-08,213
SALE2809,22,1975,PROD006,2026-09-09,673
SALE2810,31,2141,PROD009,2026-09-10,1199
SALE2811,22,1558,PROD038,2026-09-11,338
SALE2812,40,1214,PROD030,2026-09-12,53
SALE2813,6,2057,PROD040,2026-09-13,1162
SALE2814,10,1285,PROD001,2026-09-14,881
SALE2815,15,1850,PROD029,2026-09-15,1155
SALE2816,34,2931,PROD021,2026-09-16,1037
SALE2817,30,2070,PROD022,2026-09-17,622
SALE2818,14,2842,PROD025,2026-09-18,386
SALE2819,40,1954,PROD022,2026-09-19,1130
SALE2820,36,1322,PROD039,2026-09-20,69
SALE2821,34,1206,PROD011,2026-09-21,1217
SALE2822,32,2042,PROD012,2026-09-22,75
SALE2823,14,2376,PROD013,2026-09-23,478
SALE2824,41,1310,PROD019,2026-09-24,1043
SALE2825,47,1628,PROD010,2026-09-25,670
SALE2826,7,1567,PROD002,2026-09-26,835
SALE2827,1,1386,PROD007,2026-09-27,693
SALE2828,4,1171,PROD025,2026-09-28,594
SALE2829,15,2990,PROD021,2026-09-29,846
SALE2830,19,1407,PROD016,2026-09-30,1423
SALE2831,17,2739,PROD021,2026-10-01,608
SALE2832,12,1492,PROD028,2026-10-02,303
SALE2833,10,2034,PROD029,2026-10-03,818
SALE2834,11,2371,PROD037,2026-10-04,285
SALE2835,28,1749,PROD004,2026-10-05,603
SALE2836,22,2981,PROD031,2026-10-06,933
SALE2837,26,2050,PROD020,2026-10-07,1269
SALE2838,11,1198,PROD021,2026-10-08,766
SALE2839,50,2713,PROD026,2026-10-09,679
SALE2840,41,1814,PROD020,2026-10-10,591
SALE2841,4,2736,PROD016,2026-10-11,615
SALE2842,48,1731,PROD029,2026-10-12,62
SALE2843,45,1327,PROD025,2026-10-13,945
SALE2844,35,1302,PROD021,2026-10-14,1371
SALE2845,36,2977,PROD014,2026-10-15,1051
SALE2846,12,2403,PROD008,2026-10-16,456
SALE2847,16,2794,PROD010,2026-10-17,1064
SALE2848,12,1281,PROD012,2026-10-18,618
SALE2849,3,2293,PROD021,2026-10-19,1229
SALE2850,21,2482,PROD020,2026-10-20,295
SALE2851,12,1976,PROD033,2026-10-21,1456
SALE2852,3,2532,PROD008,2026-10-22,1138
SALE2853,17,2014,PROD021,2026-10-23,1377
SALE2854,22,2421,PROD002,2026-10-24,293
SALE2855,20,2819,PROD004,2026-10-25,226
SALE2856,7,2240,PROD009,2026-10-26,990
SALE2857,9,2326,PROD033,2026-10-27,230
SALE2858,42,1930,PROD013,2026-10-28,426
SALE2859,28,1271,PROD019,2026-10-29,1388
SALE2860,14,2895,PROD002,2026-10-30,195
SALE2861,23,2098,PROD001,2026-10-31,504
SALE2862,2,2578,PROD032,2026-11-01,1094
SALE2863,38,1226,PROD016,2026-11-02,763
SALE2864,30,1596,PROD011,2026-11-03,411
SALE2865,57,1818,PROD016,2026-11-04,74
SALE2866,7,2569,PROD024,2026-11-05,943
SALE2867,16,2529,PROD007,2026-11-06,1334
SALE2868,50,1789,PROD040,2026-11-07,1214
SALE2869,2,2192,PROD010,2026-11-08,959
SALE2870,27,2290,PROD015,2026-11-09,1319
SALE2871,9,1777,PROD014,2026-11-10,204
SALE2872,15,1460,PROD005,2026-11-11,379
SALE2873,21,2440,PROD038,2026-11-12,499
SALE2874,18,1421,PROD021,2026-11-13,1285
SALE2875,25,1919,PROD001,2026-11-14,151
SALE2876,41,1161,PROD025,2026-11-15,506
SALE2877,54,1806,PROD028,2026-11-16,281
SALE2878,12,1979,PROD008,2026-11-17,102
SALE2879,49,1616,PROD017,2026-11-18,926
SALE2880,39,2173,PROD004,2026-11-19,427
SALE2881,28,2630,PROD009,2026-11-20,1047
SALE2882,41,2607,PROD029,2026-11-21,1287
SALE2883,37,1981,PROD002,2026-11-22,963
SALE2884,26,2731,PROD032,2026-11-23,348
SALE2885,24,2942,PROD011,2026-11-24,248
SALE2886,28,2971,PROD002,2026-11-25,1178
SALE2887,39,1475,PROD013,2026-11-26,362
SALE2888,35,1229,PROD008,2026-11-27,1116
SALE2889,5,1461,PROD035,2026-11-28,388
SALE2890,7,1669,PROD017,2026-11-29,794
SALE2891,39,2856,PROD007,2026-11-30,1039
SALE2892,3,1077,PROD008,2026-12-01,834
SALE2893,48,2568,PROD013,2026-12-02,220
SALE2894,29,1606,PROD004,2026-12-03,773
SALE2895,3,2519,PROD030,2026-12-04,1217
SALE2896,19,2497,PROD037,2026-12-05,704
SALE2897,2,1304,PROD016,2026-12-06,475
SALE2898,18,1799,PROD012,2026-12-07,828
SALE2899,1,1258,PROD001,2026-12-08,753
SALE2900,59,1036,PROD009,2026-12-09,1057
SALE2901,45,1902,PROD017,2026-12-10,313
SALE2902,31,1319,PROD025,2026-12-11,369
SALE2903,51,1486,PROD021,2026-12-12,861
SALE2904,11,2561,PROD023,2026-12-13,703
SALE2905,28,1190,PROD020,2026-12-14,177
SALE2906,43,1988,PROD024,2026-12-15,85
SALE2907,18,1574,PROD004,2026-12-16,556
SALE2908,35,1425,PROD034,2026-12-17,873
SALE2909,25,2033,PROD005,2026-12-18,286
SALE2910,36,1105,PROD023,2026-12-19,513
SALE2911,4,2227,PROD007,2026-12-20,978
SALE2912,24,2426,PROD036,2026-12-21,526
SALE2913,37,1535,PROD026,2026-12-22,972
SALE2914,25,1876,PROD038,2026-12-23,82
SALE2915,33,2748,PROD028,2026-12-24,789
SALE2916,38,1320,PROD017,2026-12-25,812
SALE2917,12,2006,PROD012,2026-12-26,251
SALE2918,30,2111,PROD027,2026-12-27,79
SALE2919,1,2424,PROD031,2026-12-28,228
SALE2920,45,2125,PROD016,2026-12-29,1220
SALE2921,41,2430,PROD032,2026-12-30,309
SALE2922,55,1134,PROD010,2026-12-31,623
SALE2923,43,1201,PROD020,2027-01-01,755
SALE2924,12,2247,PROD032,2027-01-02,623
SALE2925,51,2976,PROD001,2027-01-03,644
SALE2926,1,1440,PROD013,2027-01-04,1027
SALE2927,41,1576,PROD008,2027-01-05,1046
SALE2928,21,2721,PROD040,2027-01-06,436
SALE2929,45,1713,PROD003,2027-01-07,1278
SALE2930,50,1264,PROD003,2027-01-08,697
SALE2931,44,1697,PROD034,2027-01-09,610
SALE2932,7,1166,PROD006,2027-01-10,1119
SALE2933,29,1661,PROD037,2027-01-11,1189
SALE2934,14,2589,PROD005,2027-01-12,1321
SALE2935,4,1266,PROD038,2027-01-13,862
SALE2936,54,1596,PROD033,2027-01-14,961
SALE2937,50,2598,PROD002,2027-01-15,1143
SALE2938,23,1742,PROD011,2027-01-16,1006
SALE2939,21,1371,PROD010,2027-01-17,820
SALE2940,23,1762,PROD032,2027-01-18,529
SALE2941,37,1144,PROD003,2027-01-19,781
SALE2942,27,1288,PROD037,2027-01-20,1372
SALE2943,10,1843,PROD019,2027-01-21,370
SALE2944,37,1206,PROD009,2027-01-22,26
SALE2945,24,2846,PROD038,2027-01-23,1011
SALE2946,24,2105,PROD028,2027-01-24,1219
SALE2947,56,1551,PROD025,2027-01-25,1213
SALE2948,44,1630,PROD021,2027-01-26,436
SALE2949,57,2033,PROD006,2027-01-27,97
SALE2950,42,2684,PROD025,2027-01-28,680
SALE2951,52,2096,PROD035,2027-01-29,1197
SALE2952,11,2843,PROD023,2027-01-30,1095
SALE2953,7,1206,PROD008,2027-01-31,906
SALE2954,56,1432,PROD013,2027-02-01,751
SALE2955,9,1347,PROD029,2027-02-02,1052
SALE2956,16,1104,PROD036,2027-02-03,922
SALE2957,11,2094,PROD017,2027-02-04,926
SALE2958,22,1714,PROD023,2027-02-05,897
SALE2959,43,2894,PROD024,2027-02-06,800
SALE2960,53,1041,PROD003,2027-02-07,949
SALE2961,7,2958,PROD033,2027-02-08,1320
SALE2962,29,2734,PROD040,2027-02-09,1487
SALE2963,8,2366,PROD014,2027-02-10,1083
SALE2964,27,1419,PROD033,2027-02-11,523
SALE2965,53,2594,PROD019,2027-02-12,178
SALE2966,26,1130,PROD014,2027-02-13,1167
SALE2967,41,1559,PROD022,2027-02-14,1330
SALE2968,20,1074,PROD037,2027-02-15,1385
SALE2969,24,2397,PROD013,2027-02-16,1062
SALE2970,17,1682,PROD030,2027-02-17,1458
SALE2971,40,1412,PROD028,2027-02-18,517
SALE2972,37,2404,PROD021,2027-02-19,294
SALE2973,12,1229,PROD019,2027-02-20,420
SALE2974,48,2057,PROD013,2027-02-21,1072
SALE2975,44,1423,PROD021,2027-02-22,1482
SALE2976,38,2878,PROD032,2027-02-23,60
SALE2977,35,2338,PROD008,2027-02-24,46
SALE2978,24,2643,PROD014,2027-02-25,559
SALE2979,45,1427,PROD014,2027-02-26,146
SALE2980,40,2892,PROD032,2027-02-27,1104
SALE2981,40,2701,PROD023,2027-02-28,1194
SALE2982,2,2116,PROD033,2027-03-01,205
SALE2983,44,2175,PROD027,2027-03-02,391
SALE2984,3,1636,PROD015,2027-03-03,497
SALE2985,34,1819,PROD004,2027-03-04,1419
SALE2986,27,1839,PROD002,2027-03-05,1169
SALE2987,59,2630,PROD011,2027-03-06,1179
SALE2988,35,2902,PROD022,2027-03-07,432
SALE2989,41,1324,PROD009,2027-03-08,234
SALE2990,57,2116,PROD021,2027-03-09,87
SALE2991,57,2104,PROD038,2027-03-10,461
SALE2992,48,2577,PROD036,2027-03-11,1322
SALE2993,16,1689,PROD022,2027-03-12,231
SALE2994,56,2300,PROD019,2027-03-13,1154
SALE2995,25,2726,PROD023,2027-03-14,853
SALE2996,36,2101,PROD018,2027-03-15,909
SALE2997,25,2852,PROD024,2027-03-16,725
SALE2998,38,1386,PROD029,2027-03-17,1146
SALE2999,5,1595,PROD020,2027-03-18,1072
SALE3000,56,2288,PROD011,2027-03-19,831
SALE3001,25,1389,PROD008,2027-03-20,139
SALE3002,35,1081,PROD012,2027-03-21,266
SALE3003,25,1081,PROD010,2027-03-22,422
SALE3004,14,2754,PROD004,2027-03-23,1275
SALE3005,55,1540,PROD028,2027-03-24,479
SALE3006,24,2820,PROD016,2027-03-25,432
SALE3007,7,2603,PROD025,2027-03-26,1275
SALE3008,11,2777,PROD032,2027-03-27,92
SALE3009,10,2066,PROD030,2027-03-28,52
SALE3010,37,1239,PROD006,2027-03-29,1025
SALE3011,4,1814,PROD013,2027-03-30,1023
SALE3012,46,1109,PROD018,2027-03-31,1490
SALE3013,43,2190,PROD023,2027-04-01,1004
SALE3014,20,1584,PROD016,2027-04-02,26
SALE3015,28,1581,PROD037,2027-04-03,587
SALE3016,9,2493,PROD012,2027-04-04,1463
SALE3017,19,1805,PROD035,2027-04-05,470
SALE3018,8,1475,PROD030,2027-04-06,517
SALE3019,54,2372,PROD008,2027-04-07,72
SALE3020,32,2192,PROD039,2027-04-08,276
SALE3021,51,2086,PROD018,2027-04-09,396
SALE3022,22,1666,PROD020,2027-04-10,241
SALE3023,42,2962,PROD005,2027-04-11,548
SALE3024,42,1891,PROD008,2027-04-12,1238
SALE3025,25,2476,PROD034,2027-04-13,1459
SALE3026,56,1839,PROD014,2027-04-14,960
SALE3027,47,1471,PROD033,2027-04-15,202
SALE3028,12,1046,PROD024,2027-04-16,1174
SALE3029,53,2805,PROD038,2027-04-17,450
SALE3030,56,2344,PROD017,2027-04-18,412
SALE3031,34,1183,PROD030,2027-04-19,227
SALE3032,48,2943,PROD018,2027-04-20,609
SALE3033,2,2406,PROD004,2027-04-21,438
SALE3034,55,2627,PROD011,2027-04-22,489
SALE3035,41,2858,PROD024,2027-04-23,47
SALE3036,25,1515,PROD038,2027-04-24,680
SALE3037,48,1457,PROD039,2027-04-25,712
SALE3038,2,2983,PROD016,2027-04-26,85
SALE3039,34,1642,PROD008,2027-04-27,535
SALE3040,8,2543,PROD002,2027-04-28,881
SALE3041,37,1764,PROD013,2027-04-29,560
SALE3042,2,1150,PROD005,2027-04-30,436
SALE3043,16,1577,PROD012,2027-05-01,553
SALE3044,51,1478,PROD020,2027-05-02,945
